19394,30201
88523,40612
60736,82993
75224,92188
78157,27314
40925,54647
86284,23731
28269,14815
95540,16406
48998,59590
30875,22128
3976,70353
9084,51911
72017,77153
90563,12816
9748,68004
41285,32178
1056,31048
55289,51911
58094,14440
25799,18533
39530,88299
26398,56543
84654,62539
1789,55936
49607,98934
77920,33887
63548,68649
4945,45428
10623,68630
44369,79502
2417,42203
23836,54647
35024,97148
53006,14515
17908,12813
96110,45282
21260,31585
19069,68649
5046,59959
58898,80858
63205,27250
6840,14973
13938,96725
97309,16113
79019,22128
80069,51105
6288,31929
93649,28456
62227,87150
67133,38055
22177,28210
70120,41359
65463,22128
20788,53022
1610,93317
8877,80239
17935,96253
39580,59590
13624,14515
39315,81433
87396,39312
39438,36516
19555,37518
12294,73072
39136,39440
68137,38055
6476,54647
11693,39768
27873,21222
74977,22128
65309,37518
99968,93649
73977,51911
38300,69694
6985,18529
65284,42203
4378,30201
7403,80207
37820,68004
39747,42203
85435,18611
13406,52826
49130,98817
52354,55049
92149,43275
36943,93096
1247,50411
60136,24044
44887,12366
8754,84432
46184,30378
49717,55951
9696,43275
34123,51911
5191,22128
29657,16830
78653,14100
5946,38055
29224,38218
36439,68630
13523,39762
90606,38055
2544,34772
8180,16055
23207,10144
47997,99304
98666,78425
7942,62539
9392,16723
55628,61077
89976,79887
86134,46710
66713,69568
70140,97593
4483,34608
94934,44979
51449,36022
69165,18010
69254,68649
23289,15723
25055,39762
14060,43275
55286,15464
37866,38055
41143,36251
82404,43275
64498,10231
19413,77772
91738,36203
98188,68649
18533,22128
2645,14515
27689,18533
63800,28677
5109,84147
3339,95229
61939,29850
93244,63867
69356,44901
30830,68630
73378,22118
54810,98128
60906,89093
64786,49722
73954,68004
51826,64510
45477,17137
3983,19305
39313,77094
87150,62539
24195,19958
6022,55319
53575,18533
12726,80970
70517,95031
89448,52996
94123,17400
3302,58607
12660,49866
38086,13197
47154,55140
62889,68004
26260,79122
62539,27869
10837,68630
32785,80193
61750,83026
48843,16021
2300,86838
78135,38055
46469,70018
92523,24044
7733,48312
8802,59590
69886,63430
76828,99616
3041,68630
37813,44203
58166,68004
11224,90390
47464,89093
44093,68004
18663,94925
6765,92188
82915,68004
84939,72354
93163,47611
35337,80589
31836,41400
83607,54647
27234,28677
1761,17933
45939,42203
44136,88447
24980,76214
6475,83636
82530,59590
83164,96240
52225,71708
3990,56044
68629,54625
4176,39768
8433,39762
56294,22128
88603,30201
34147,80858
70748,54647
8343,42203
61677,53864
55026,29850
45757,39762
5324,93649
31385,37518
56659,92510
60236,13326
65487,22847
57628,29627
38867,28677
61389,81881
52190,28677
73770,21680
28535,28677
72684,93649
68234,51911
70718,61655
57893,14515
87278,88350
99048,38055
8543,14513
21498,38055
11733,75489
29786,14018
83685,28535
84668,28677
9674,46929
8319,93649
1429,80858
15967,70441
40857,33823
37360,24044
28437,87500
81625,87150
10670,25629
39088,59590
79068,70485
86163,92549
16356,57690
77035,34542
95893,30201
68524,12245
67206,44145
6133,70163
18337,20493
93390,23528
54333,28535
71139,68630
38055,68004
68004,38055
77905,75926
4761,25005
7984,25140
1366,24044
53745,68004
4122,51558
52076,81725
1537,68630
23306,93649
29817,62872
93289,39762
22128,20318
3843,89215
23505,14273
28107,58177
86820,68059
2652,92188
50144,92577
82874,12814
66228,43275
8000,51911
42537,38055
39967,43275
85939,62539
65039,58483
2079,26022
13246,71961
29704,51911
3736,28677
52727,46073
56123,51911
3168,80858
9972,80046
11915,22128
78695,37518
3784,63797
3352,18533
42425,66307
61796,22896
1858,19401
85444,99628
79723,44667
32198,99245
61485,68649
25570,81282
59494,49927
3120,28027
20105,62342
68086,24044
99087,94172
6997,57265
62874,85761
76958,86675
15510,32803
32628,75816
98849,14515
5750,74495
99195,25898
7107,55730
70180,54871
9041,60473
17690,53384
72498,20928
6247,37518
23478,59585
21680,17400
6496,92188
6717,38817
87749,88305
96550,31707
34827,37518
14965,28677
81400,37518
2802,68630
65594,84915
6105,14515
37268,22708
42755,36626
90944,68004
14515,62539
7863,59726
83844,21457
4751,35413
63833,74936
27770,46589
63009,62539
58607,32317
72299,58657
98414,68649
59427,46701
42920,37518
42943,34608
76950,81768
66370,95413
6207,68649
69498,21093
3848,80380
90604,89093
7937,93649
24310,29039
84526,43555
28190,77592
42959,25808
62789,65719
96930,62539
1748,83419
36117,13993
87059,68630
21860,84317
6629,18533
72327,54647
32333,80858
95478,92598
40395,20333
23169,68649
4666,34608
27483,49185
14770,28677
3020,54647
81414,33531
71539,68004
18733,97799
71233,72190
2391,11930
72646,59590
80943,24568
5377,34976
25524,83036
71583,94321
6878,83197
92398,93066
18717,34608
71309,17400
66027,21680
92188,20493
52654,18533
41484,57624
74536,39762
3440,41766
65396,46662
64587,54185
73313,20493
6478,72433
40433,51135
15383,80240
5386,92188
1825,57427
9239,61937
42843,92188
30265,10605
7047,91659
11115,38423
38743,68649
29204,27470
8951,14515
47347,37341
35918,91685
3511,12245
8712,12864
62610,18533
69117,39762
34608,90733
68159,47235
44645,62103
11360,55339
9884,54077
68166,93649
30855,40539
34886,53682
19259,20845
49446,62103
28770,85627
69727,46662
19805,35760
1309,22128
21397,22128
7915,54647
68649,10146
95088,94375
38088,53889
34497,57303
36209,35946
3082,14481
23427,65318
18266,93649
42203,37288
8608,73722
31027,51911
41998,92188
15099,14515
11613,25759
59774,40495
38313,39768
73717,99304
9890,40528
99167,10317
41435,61425
1504,67261
7898,78425
76225,83595
67283,22175
8463,93649
61343,28178
12940,24044
5735,92188
73255,82693
65000,64876
79110,12189
55163,93265
3683,99304
9242,78808
2486,22772
13598,50315
7678,67526
64986,89093
48307,14515
30499,81298
18397,72464
44296,37518
53975,18611
4626,24044
28139,37518
49533,38055
93528,24044
13765,92179
72839,79453
90780,21608
69774,54647
45153,46074
83124,17400
91418,40532
70779,80858
78588,78914
96799,87616
17454,65856
39594,42203
9663,21680
62254,28677
32818,42203
63705,43275
7859,78425
39160,78425
75105,63469
91888,28677
64917,39762
79697,93649
23416,73388
69209,38517
86468,15028
87174,93649
21197,42042
83503,62539
46243,64759
83425,42203
6409,59590
82387,38055
7243,61526
68423,44628
63036,34059
46945,69634
92178,23198
92475,24044
71265,17669
22466,93938
78425,33739
84989,67532
59915,24044
6225,76757
2511,18533
78278,78229
27294,94970
49019,56614
21504,43275
11920,20613
33923,78425
4547,46569
59325,93446
80028,18533
25706,18482
81065,54169
14435,59686
20330,39762
51339,31931
72276,68004
83903,38055
80068,14515
66905,42203
7993,57636
19408,21680
8391,99103
84717,46260
35764,31880
91958,38055
1271,89093
61725,95957
39768,29557
86115,18533
17195,99304
99304,46662
95620,75784
23299,51888
70384,94672
95974,37909
19983,64539
30328,43275
93287,67609
29850,93226
71063,88634
87005,58583
1340,28677
16810,20493
53126,43275
87495,53455
5924,22128
38729,36581
97527,22250
5448,87922
53294,41392
99814,43405
52458,64149
97173,28535
90268,65954
15958,96885
27539,94140
75668,53320
92730,76721
54793,64662
20493,43955
38749,26031
63488,67792
69715,74163
99423,25406
13503,92188
3703,74091
82994,87542
95113,23287
8234,14082
4778,68649
1939,68109
58145,34558
11367,37518
24090,93649
74367,51289
5882,67880
84758,49564
41324,43221
63755,12136
18456,92213
43908,15825
76789,99304
13654,28677
92979,67378
45134,55863
3985,28677
55066,47477
5397,28677
35205,57113
34894,37518
93606,39762
4521,68223
71473,76746
77246,49748
72899,39768
39506,30201
13959,92188
5657,96952
68789,89676
29980,21680
82077,30201
95915,49831
3183,97611
79076,92188
47570,12245
21058,62539
19787,19635
3645,37518
2433,83335
3518,30201
65847,93322
28677,38055
30918,21680
71808,47589
78490,89093
50658,46493
84525,30201
9205,28677
35798,29805
67640,78425
28644,68649
79569,28677
55849,64863
60737,54647
78807,49913
49986,38055
61356,68004
85575,14515
4353,86349
53843,22835
92048,98829
18275,42231
5931,59590
63750,93503
77779,51911
26196,49215
6520,22128
54245,71063
6065,54736
12795,24044
1269,52335
14868,76240
57009,93649
22924,86143
46880,83204
44046,54647
8872,81171
62559,60554
16394,14138
8281,51911
91964,89572
2411,75105
54143,39762
96970,95647
65895,92157
90345,79560
11847,78425
2600,32659
15535,44103
3328,68649
54737,43275
7539,93649
43098,24044
41574,29446
87423,22128
76419,75360
65498,76890
10938,28677
45987,14515
54998,26279
37518,26076
2309,89093
5692,60094
8410,18301
23120,99304
5344,80129
10525,56782
43726,40686
6139,24829
68630,91104
62125,43275
5311,90283
3940,16948
51205,34608
58826,61814
99060,75190
35880,98594
92110,50013
65717,52474
30095,63994
51486,39762
6790,84259
1840,58434
29938,17400
1861,25182
85078,33378
64358,32171
92243,68919
22205,16964
7819,75823
66220,17400
59143,38586
37247,30201
66923,89998
77849,99304
78619,18533
15016,78465
51214,51911
60173,38229
40398,54647
85099,18533
1458,55523
27504,42203
99400,19531
1106,76191
71600,63853
65520,78425
46348,39762
82323,68649
60500,13832
50789,93649
29819,62539
53629,12245
68689,50868
66009,71159
66056,11686
79406,17400
16799,28677
81044,41209
51166,53906
82919,22523
14096,17400
22876,98879
74460,81300
35827,26565
2642,68630
26223,38055
41827,68004
16656,51911
8226,24044
20908,18533
3556,14052
5734,52417
7602,86260
7930,64857
5309,21680
92740,22128
52415,28981
23043,20493
68913,32022
25155,38763
89907,71063
57055,59590
83130,17400
62554,86934
78177,90086
42006,29151
59006,59590
54514,62539
9144,78587
96678,33768
8507,73073
65555,24044
17750,68004
95125,66725
79124,93495
91205,18533
6633,73755
65100,68630
65055,38055
4550,68630
5378,39762
1290,98857
8958,53003
4226,68004
5841,94659
45418,68392
24720,59590
59590,73476
96877,15344
53645,38315
4108,28871
44928,29773
1423,68649
8804,92094
48259,46083
80858,93649
22758,88432
76760,18611
75606,54804
38843,78425
79989,62539
97934,54647
11337,46662
94685,23016
11546,83071
44205,30003
21374,38055
78416,17400
3484,39201
22383,51911
80155,43275
93228,53319
88857,22128
84048,33319
19980,29201
89184,21680
35848,84371
17400,28677
10985,45969
45857,54403
69026,57795
24044,24044
68840,18719
18020,46662
1201,94899
53078,99304
22616,57170
83684,80858
69679,37518
18547,21689
6176,48895
32214,40187
54647,37518
49923,68630
30699,84626
82213,43275
89544,40557
86907,18533
10007,92188
33723,31433
71326,59590
43056,23659
2211,93649
29413,34871
62103,28890
99839,72605
82466,34608
6396,98699
53925,37518
76255,87718
6394,54647
99403,31572
16280,22238
24735,29508
8027,12245
54165,90392
89734,58572
14857,29850
75370,24044
97725,37518
48788,48744
76858,68217
31339,49004
7417,92188
92778,62539
8189,46662
32207,42203
89414,17400
46799,43275
31925,15424
30646,80858
93120,60565
12245,87632
57323,87542
12723,44094
8721,15455
87213,22128
24725,87661
4809,52235
90573,62167
33839,25755
84427,22128
7672,37892
33739,56210
26953,28610
18734,71063
50146,93649
7442,75490
1180,80858
99794,69569
4345,17400
8816,18611
63363,72507
85697,20493
2031,89093
87978,44496
7096,51911
95376,38555
39600,38055
49544,80007
86928,25847
36128,89093
26726,68649
80767,87542
98537,34966
96829,26089
9026,62539
22485,92188
62557,67857
90304,51894
49968,82644
41017,54386
89768,30201
56055,80995
70937,92185
3713,68459
86318,59840
51330,18167
74069,24044
35200,34718
1487,17547
8854,39762
7069,68630
52454,54647
96898,17400
1334,83750
5130,51440
31504,14515
8936,77628
66758,99304
76024,68630
33179,20780
90757,15919
90820,85981
10606,92699
3880,79056
2060,91576
73304,39768
15768,42203
42580,45606
89093,37081
42484,68649
7527,21554
56843,68649
33767,56156
43275,43275
9505,85058
40784,22128
92406,30201
2441,99304
75949,16311
23180,39762
95260,45202
87848,87542
3742,93075
12916,39425
52570,49541
63243,92786
41946,18533
1584,64834
3224,18611
84236,87067
6303,68649
25207,93649
30525,37518
38044,17787
17774,33739
25953,20493
31123,43275
88196,42203
13796,77501
19398,80858
8881,11201
71454,62539
94597,52436
14793,16357
86183,77981
49244,92146
1138,76204
33929,51911
1598,68004
53640,45703
